address,contact,description,image_url,price,title
"Loxwood Close, Bedfont",020 3641 5383,"Sherwoods are delighted to present to the market this one bedroom first floor maisonette. benefits to the property include gas central heating, own front door, double glazing and an allocated parking space. The lease will be extended on completion.",https://media.onthemarket.com/properties/9067364/1330882372/image-0-480x320.jpg,"£199,950 ",1 bedroom maisonette for sale
"Dornton Road, South Croydon",020 8115 0834,"Enjoy the best of both worlds! This recently built five bedroom , three bathroom detached house is situated at the end of a cul-de-sac of mostly Victorian houses and has been creatively styled to blend it with its surroundings. Arranged over three floors and having two bay windows to the front ...",https://media.onthemarket.com/properties/9781787/1330882195/image-0-480x320.jpg,"£850,000 ",5 bedroom detached house for sale
"Alexandra Drive , Gipsy Hill",020 8115 0916,No Chain.Superb Raised Ground Floor Flat.A Few Minutes to Gipsy Hill Station. Tons of Character.Private Garden Section. Spacious and Light Living Room.Adjoining Galley Kitchen.Super Bedroom with Large Juliette Balcony.Bathroom.Private Rear Garden Section. 87 Year Lease.£125pcm Service...,https://media.onthemarket.com/properties/9781755/1330881516/image-0-480x320.jpg,"£335,000 ",1 bedroom apartment for sale
"Fernhead Road, Maida Hill, W9",020 8033 4648,A Commercial freehold now available for sale.,,"£230,000 ",Detached house for sale
"ECKSTEIN ROAD, SW11",020 8022 7171,This is an impressive three bedroom split level period conversion flat situated at the heart of Clapham Junction.  The property benefits from excellent space and light throughtout and represents an excellent oppurtunity for the future owner.,https://media.onthemarket.com/properties/9781723/1330880778/image-0-480x320.jpg,"£735,000 ",3 bedroom flat for sale
"Balham Park Road, Balham",020 8033 2489,"A fully refurbished three double bedroom, two bathroom, period mansion flat with a large communal garden, situated in a sought after location close to the common station.",https://media.onthemarket.com/properties/9781689/1330880227/image-0-480x320.jpg,"£750,000 ",3 bedroom flat for sale
"Dawson Place, Notting Hill",020 8033 2486,"Beautifully bright and immaculately presented, this absolutely, fabulous stylish flat boasts a stunning living room with wood floors and wonderful bedroom with fantastic en-suite bathroom.",https://media.onthemarket.com/properties/9463012/1324440115/image-0-480x320.jpg,"£599,995 ",1 bedroom flat for sale
"Corn Way, Leytonstone",020 8022 6698,"With over 1,200 sq ft of living space this well-positioned and quiet four-bedroom, mid-terrace house on Corn Way is the perfect spacious family home",https://media.onthemarket.com/properties/9781685/1330880219/image-0-480x320.jpg,"£525,000 ",4 bedroom terraced house for sale
"Princes Court, Rotherhithe SE16",020 3544 5931,"Situated in a sought-after riverside location, this stunning townhouse offers light and spacious accommodation arranged over three floors. The property briefly comprises a spacious living room, separate fitted kitchen, three bedrooms, shower room, wet room and en-suite bathroom. Other features...",https://media.onthemarket.com/properties/9781684/1330879978/image-0-480x320.jpg,"£850,000 ",3 bedroom townhouse for sale
"Alie Street, Goodman's Fields, E1",020 8022 6426,A wonderful two-bedroom apartment for sale in the luxury Goodman's Fields development complex in E1. A wonderful two-bedroom apartment for sale in the luxury Goodman's Fields development complex in E1.The apartment which offers 937 sq ft (87.1 sq.m) of living space is located on the first...,https://media.onthemarket.com/properties/5256963/1330878652/image-0-480x320.jpg,"£890,000 ",2 bedroom apartment for sale
"Admiralty Close, west drayton UB7",020 8022 6718,"We are pleased to offer this First Floor 2 Bedroom Flat located on Admiralty Close, with direct bus links to various shopping facilities on the High Street and walking distance to West Drayton Station. Ideal for first time buyers and investors. This property includes:- 2 Bedrooms - En-Suite to...",https://media.onthemarket.com/properties/9781653/1330878650/image-0-480x320.jpg,"£265,000 ",2 bedroom flat for sale
"Gade Close, hayes UB3",020 8022 6718,"We are pleased to offer this One Bedroom Ground Floor Flat, walking distance to Coldharbour Lane, easy access to Hayes & Harlington Station, Stockley Business Park, Hillingdon Hospital, M4/A40 Motorways, shopping facilities and schools.*INVESTMENT ONLY*Currently rented on AST at a rent of £950...",https://media.onthemarket.com/properties/9781646/1330878456/image-1-480x320.jpg,"£234,950 ",1 bedroom flat for sale
"Albemarle Road, Beckenham, Kent",020 8022 6741,"Modern semi detached house with updated accommodation including large double glazed conservatory with tiled floor and underfloor heating extending to kitchen, entrance hall and cloakroom.  Spacious living room and attractive fitted kitch...",https://media.onthemarket.com/properties/9781644/1330878442/image-0-480x320.jpg,"£600,000 ",2 bedroom semi-detached house for sale
"Ovington Street, Chelsea SW3",020 8022 6873,"A rare double house ( 3,962 sq.ft / 368 sq.m) situated on this sought after attractive street.",,"£9,500,000 ",6 bedroom house for sale
"Princess Park Manor East Wing, Royal Drive, London, N11",020 3641 2205,"A fantastic opportunity to acquire this sought after light and airy apartment on the ground floor with private garden in an iconic period building.Set in 20 acres of private gated grounds of mature parkland is this two-double bedroom, two-bathroom ground floor apartment with private garden",https://media.onthemarket.com/properties/9556545/1330878388/image-0-480x320.jpg,"£375,000 ",2 bedroom flat for sale
"Elvendon Road, London, N13",020 8033 5824,"A UNIQUE TWO BED DETACHED HOUSE WITH STUDY situated in the heart of Bounds Green. Accommodation comprises of a spacious 26x19ft living room with parquet flooring and a sliding patio door to the garden, a galley kitchen, study and WC are also on the ground floor. Upstairs there are two bedrooms...",https://media.onthemarket.com/properties/9781617/1330877946/image-0-480x320.jpg,"£575,000 ",2 bedroom detached house for sale
"Austen Court, Winchmore Hill Road N21",020 8033 1642,"*OFFERED CHAIN FREE*A well presented 2nd floor retirement apartment with lift access in the sought after area of Winchmore Hill. Designed and developed by McCarthy and Stone Ltd, this property benefits from a communal lounge area, garden and residents parking, careline alarm service, management...",https://media.onthemarket.com/properties/9781616/1330877918/image-0-480x320.jpg,"£240,000 ",1 bedroom flat for sale
"Morkyns Walk, Alleyn Park, Dulwich",020 8022 7083,"A rare opportunity to acquire a delightful two bedroom bungalow in the heart of Dulwich, local shops, transport links and amenities are nearby.",https://media.onthemarket.com/properties/9315519/1330442571/image-0-480x320.jpg,"£675,000 ",2 bedroom bungalow for sale
"Highland Road, Bromley",020 8033 2480,"A bright and spacious three bedroom split level apartment with a garage, two balconies with beautiful views and a newly extended lease. No onward chain.",https://media.onthemarket.com/properties/8073593/1330877735/image-0-480x320.jpg,"£300,000 ",3 bedroom flat for sale
"Valiant Tower, South Quay Plaza, E14",020 8022 7133,"This stunning 43rd floor one bedroom apartment is located in the iconic Valiant Tower and benefits from over South Dock towards Canary Wharf. This apartment offers a generous 658 sq ft of living space.   South Quay Plaza is a unique 68 storey dockside development adjacent to Canary Wharf,...",https://media.onthemarket.com/properties/9781605/1330877558/image-0-480x320.jpg,"£970,000 ",1 bedroom apartment for sale
"Braemar Avenue, London",020 8128 9741,A first floor three bedroom duplex apartment converted from a two storey centre house and situated in this popular residential road just off Blackbird Hill.  Gas central heating Double glazed windows Three bedrooms (two with built-in wardrobes) Two bathrooms (one en-suite) Chain free sale New 125...,https://media.onthemarket.com/properties/9781595/1330877226/image-0-480x320.jpg,"£350,000 ",3 bedroom flat for sale
"Hunsdon Close, Dagenham, RM9",01952 476749,"* Ideal first time buy or investment property* *GUIDE PRICE £200,000 - £220,000* nu:move are delighted to offer for sale this chain free, 1 bedroom apartment with its own balcony that is moments from Parsloes Park and walking distance to Dagenham Heathway with its shopping facilities and...",https://media.onthemarket.com/properties/9781572/1330876494/image-0-480x320.jpg,"£200,000 ",1 bedroom flat for sale
"Pandora Court, Robertson Road, London. E16",020 8022 7349,"Victor Michael is pleased to bring this elegant apartment to the market. The open plan kitchen-diner and double bedrooms make use of the apartments 51sqm of space. Moreover, the kitchen includes integrated appliances, oven and gas cooker.",https://media.onthemarket.com/properties/9781571/1330876485/image-0-480x320.jpg,"£419,995 ",2 bedroom flat for sale
"Green Street, London. W1K",020 8115 1573,We’re delighted to announce this penthouse in the prime residential area in Mayfair. The property comprises a third and fourth floor conversion flat in a five storey semi detached building that was built in 1880. It was converted to provide five self contained units at least thirty years ago. ...,https://media.onthemarket.com/properties/8755431/1330876252/image-0-480x320.jpg,"£4,000,000 ",3 bedroom flat for sale
"36 Churchway, London, NW1",020 3641 5970,"This bright one bedroom apartment is situated in Unison Building, a modern apartment block located in the heart of Euston off the main high road.",https://media.onthemarket.com/properties/9781563/1330876196/image-0-480x320.jpg,"£620,000 ",1 bedroom apartment for sale
Arne Grove Orpington BR6,01689 326838,"*GUIDE PRICE £500,000 - £525,000*

Delightful semi detached family home situated within a quiet and secluded cul de sac, just 0.3 miles from Orpington Station. Comprising two reception rooms, an open plan kitchen/breakfast room, three bedrooms and a family bathroom. Energy Efficiency Rating D.",https://media.onthemarket.com/properties/9781559/1330876107/image-0-480x320.jpg,"£500,000 ",3 bedroom semi-detached house for sale
"Landau Apartments, 72 Farm Lane, London, SW6",020 3641 6040,"A beautiful, spacious 2 bedroom, 2 bathroom modern flat. The property features private balcony, walk-in wardrobe for the master, and high-quality throughout. The development itself has eceptional facilties, including concierge service, gym and cinema room.",https://media.onthemarket.com/properties/9177704/1330875795/image-0-480x320.jpg,"£1,150,000 ",2 bedroom apartment for sale
"Fordham Court, 9-13 De Vere Gardens, London, W8",020 3641 6040,"*Virtual Tour Available On Request.Rare to the market, highly sort after mansion block close to Hyde Park. This superb 2 bed, 3 bath apartment is equipped with state of the art appliances, a study and a walk in wardrobe.High ceilings and spacious rooms give this property a light and spacious...",https://media.onthemarket.com/properties/9177700/1330875745/image-0-480x320.jpg,"£3,100,000 ",2 bedroom apartment for sale
"Admiral Walk, Carlton Gate, Maida Vale",020 8022 3432,"South facing very large 1 bed apartment with underground parking and other facilities, 24h Security, gym, sauna, swimming pool, fitted kitchen and storage space.  With great views of the canal.  Quiet neighbourhood, feels like oasis in the middle of Maida Vale.",https://media.onthemarket.com/properties/9781526/1330875351/image-0-480x320.jpg,"£430,000 ",1 bedroom apartment for sale
